term,tag,value,pstv,neut,ngtv,dunno,distortion
сожрать,NGTV,-0.9,0.0566,0.2075,0.6226,0.1132,0.0617
создавать,PSTV,0.9643,0.72,0.2,0.0,0.08,0.0
сознательность,PSTV,1.0,0.84,0.12,0.0,0.04,0.0
сознательный,PSTV,0.9,0.7,0.2333,0.0,0.0667,0.0
сознаться,PSTV,0.8365,0.58,0.23,0.13,0.06,0.1591
созреть,PSTV,0.9783,0.5769,0.1538,0.0385,0.2308,0.040999999999999995
сокровенный,PSTV,0.8628,0.625,0.2308,0.0481,0.0962,0.0518
сокровище,PSTV,0.9,0.6563,0.2188,0.0625,0.0625,0.0685
сокрушать,NGTV,-0.9545,0.12,0.18,0.63,0.07,0.1429
сокрушение,NGTV,-1.0,0.0385,0.0769,0.8462,0.0385,0.0402
сокрытие,NGTV,-0.8622,0.0929,0.1929,0.5214,0.1929,0.1094
солгать,NGTV,-1.0,0.0,0.1,0.8667,0.0333,0.0
солидарность,PSTV,1.0,0.76,0.16,0.0,0.08,0.0
солидность,PSTV,0.9,0.6226,0.2075,0.0566,0.1132,0.0617
солидный,PSTV,0.9085,0.6825,0.2222,0.0476,0.0476,0.0509
солнечность,PSTV,0.9,0.6456,0.2152,0.0506,0.0886,0.0546
солнечный,PSTV,1.0,0.84,0.12,0.04,0.0,0.0419
солнцепёк,NGTV,-0.7,0.11,0.28,0.49,0.12,0.1347
солнышко,PSTV,1.0,0.7778,0.1481,0.0,0.0741,0.0
сомнительный,NGTV,-0.7195,0.1091,0.2909,0.5364,0.0636,0.1313
сообразительность,PSTV,1.0,0.8148,0.1852,0.0,0.0,0.0
сообразительный,PSTV,1.0,0.88,0.0,0.04,0.08,0.0418
сообща,PSTV,0.9,0.7273,0.2424,0.0303,0.0,0.0316
сопереживание,PSTV,1.0,0.88,0.04,0.04,0.04,0.0418
сопереживать,PSTV,1.0,0.84,0.08,0.04,0.04,0.0419
соперник,NGTV,-0.715,0.12,0.28,0.51,0.09,0.1482
соперница,NGTV,-0.8017,0.0741,0.25,0.5741,0.1019,0.0836
сопливый,NGTV,-0.9107,0.0306,0.2245,0.6939,0.051,0.032
сопля,NGTV,-0.6538,0.08,0.33,0.51,0.08,0.0925
сопляк,NGTV,-1.0,0.0385,0.1154,0.7308,0.1154,0.0405
соплячка,NGTV,-0.9,0.0,0.2308,0.6923,0.0769,0.0
соратник,PSTV,0.9194,0.6786,0.2143,0.0357,0.0714,0.0376
соратница,PSTV,0.9231,0.64,0.2,0.04,0.12,0.0425
сорваться,NGTV,-1.0,0.0323,0.1613,0.6774,0.129,0.0338
сорить,NGTV,-1.0,0.0882,0.0294,0.8529,0.0294,0.0974
сорный,NGTV,-1.0,0.0769,0.1154,0.6538,0.1538,0.086
сорняк,NGTV,-1.0,0.0385,0.0769,0.8077,0.0769,0.0403
сосредоточенность,PSTV,1.0,0.75,0.1875,0.0313,0.0313,0.0326
сосредоточенный,PSTV,0.9194,0.76,0.24,0.0,0.0,0.0
сосредоточиться,PSTV,0.9231,0.6957,0.2174,0.0,0.087,0.0
состоятельность,PSTV,0.8333,0.619,0.2476,0.0571,0.0762,0.0624
состоятельный,PSTV,1.0,0.84,0.04,0.08,0.04,0.0876
сострадание,PSTV,1.0,0.6735,0.0612,0.0816,0.1837,0.0915
сострадательность,PSTV,0.9375,0.5882,0.1765,0.0588,0.1765,0.0647
сострадательный,PSTV,0.9211,0.6034,0.1897,0.0862,0.1207,0.0985
сострадать,PSTV,1.0,0.7103,0.1121,0.1215,0.0561,0.1423
сосунок,NGTV,-1.0,0.0,0.16,0.72,0.12,0.0
сотрудничать,PSTV,1.0,0.7692,0.1538,0.0385,0.0385,0.0404
сотрудничество,PSTV,0.9194,0.7037,0.2222,0.0741,0.0,0.0819
сотрясение,NGTV,-1.0,0.0385,0.1538,0.7308,0.0769,0.0405
сохраниться,PSTV,0.9375,0.7143,0.2143,0.0357,0.0357,0.0375
сохранность,PSTV,0.9107,0.7083,0.2292,0.0,0.0625,0.0
сочельник,PSTV,0.9,0.525,0.175,0.05,0.25,0.0548
сочный,PSTV,0.9,0.72,0.24,0.04,0.0,0.0422
сочувственный,PSTV,1.0,0.6634,0.1584,0.099,0.0792,0.1138
сочувствие,PSTV,1.0,0.7353,0.1176,0.0882,0.0588,0.0988
сочувствовать,PSTV,0.9706,0.7333,0.2,0.0333,0.0333,0.0348
союзник,PSTV,1.0,0.76,0.12,0.08,0.04,0.0884
союзница,PSTV,1.0,0.72,0.16,0.0,0.12,0.0
союзнический,PSTV,1.0,0.6774,0.1613,0.0645,0.0968,0.0707
спад,NGTV,-1.0,0.04,0.08,0.6,0.28,0.0427
спазм,NGTV,-1.0,0.0385,0.1538,0.6538,0.1538,0.0407
спаивать,NGTV,-0.9,0.0882,0.2206,0.6618,0.0294,0.1
спалить,NGTV,-0.9,0.0,0.23399999999999999,0.7021,0.0638,0.0
спам,NGTV,-0.9194,0.0,0.2308,0.7308,0.0385,0.0
спас,PSTV,1.0,0.7143,0.1786,0.0357,0.0714,0.0375
спасание,PSTV,1.0,0.84,0.08,0.0,0.08,0.0
спасатель,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
спасательный,PSTV,0.9545,0.75,0.2143,0.0,0.0357,0.0
спасать,PSTV,1.0,0.963,0.037000000000000005,0.0,0.0,0.0
спасение,PSTV,1.0,0.84,0.08,0.04,0.04,0.0419
спаситель,PSTV,1.0,0.76,0.08,0.04,0.12,0.0421
спасительница,PSTV,0.9,0.6316,0.2105,0.0526,0.1053,0.057
спасительный,PSTV,1.0,0.84,0.04,0.04,0.08,0.0419
спасти,PSTV,1.0,0.88,0.0,0.04,0.08,0.0418
спастись,PSTV,0.9706,0.7333,0.2,0.0667,0.0,0.0727
спелый,PSTV,1.0,0.8077,0.1923,0.0,0.0,0.0
спереть,NGTV,-1.0,0.0882,0.0588,0.8235,0.0294,0.0977
спец,PSTV,0.9444,0.68,0.2,0.04,0.08,0.0424
спиваться,NGTV,-1.0,0.037000000000000005,0.0741,0.7407,0.1481,0.0389
спиногрыз,NGTV,-1.0,0.0,0.0769,0.8846,0.0385,0.0
спитый,NGTV,-0.9231,0.0323,0.1613,0.5161,0.2903,0.0343
спиться,NGTV,-1.0,0.08,0.04,0.72,0.16,0.0889
спихивать,NGTV,-0.9,0.0,0.2143,0.6429,0.1429,0.0
спихнуть,NGTV,-1.0,0.0385,0.0769,0.7692,0.1154,0.0404
сплачивать,PSTV,0.9,0.6429,0.2143,0.0714,0.0714,0.0794
сплетник,NGTV,-0.9444,0.0769,0.1923,0.6538,0.0769,0.086
сплетница,NGTV,-1.0,0.0357,0.0714,0.75,0.1429,0.0374
сплетничать,NGTV,-1.0,0.04,0.16,0.8,0.0,0.042
сплетня,NGTV,-1.0,0.0385,0.1538,0.7692,0.0385,0.0404
сплотить,PSTV,1.0,0.6923,0.1154,0.0385,0.1538,0.0406
сплочённость,PSTV,1.0,0.6786,0.1429,0.0714,0.1071,0.0789
спокойствие,PSTV,0.9,0.6711,0.2237,0.0395,0.0658,0.0418
спонсорство,PSTV,0.8644,0.6667,0.2451,0.0588,0.0294,0.064
спор,NGTV,-0.6214,0.0789,0.3596,0.5088,0.0526,0.0912
спорить,NGTV,-0.6148,0.1058,0.3462,0.4808,0.0673,0.129
спортивность,PSTV,0.9211,0.614,0.193,0.0351,0.1579,0.0371
спортсменка,PSTV,0.9,0.6,0.2,0.04,0.16,0.0427
спорщик,NGTV,-0.7364,0.1121,0.2617,0.5047,0.1215,0.1371
способный,PSTV,1.0,0.72,0.04,0.04,0.2,0.0422
споткнуться,NGTV,-1.0,0.04,0.16,0.72,0.08,0.0422
спотыкаться,NGTV,-0.75,0.04,0.29,0.58,0.09,0.0428
спотыкнуться,NGTV,-0.75,0.0693,0.2574,0.5149,0.1584,0.0786
справедливость,PSTV,1.0,0.88,0.12,0.0,0.0,0.0
справедливый,PSTV,1.0,0.8,0.2,0.0,0.0,0.0
справиться,PSTV,1.0,0.7692,0.1154,0.0769,0.0385,0.0846
справляться,PSTV,0.9059,0.6289,0.2062,0.0825,0.0825,0.0933
спровоцировать,NGTV,-0.9,0.075,0.225,0.675,0.025,0.0833
спугнуть,NGTV,-0.6885,0.0495,0.3267,0.5545,0.0693,0.0539
спутать,NGTV,-1.0,0.037000000000000005,0.1481,0.7407,0.0741,0.0389
спутаться,NGTV,-0.6890000000000001,0.13,0.27,0.49,0.11,0.1645
спутывать,NGTV,-0.613,0.05,0.34,0.47,0.14,0.0553
спутываться,NGTV,-0.6923,0.08,0.28,0.48,0.16,0.0933
спятить,NGTV,-1.0,0.0741,0.037000000000000005,0.8148,0.0741,0.0808
сработанность,PSTV,1.0,0.72,0.08,0.08,0.12,0.0889
сработать,PSTV,0.9643,0.6923,0.1923,0.0385,0.0769,0.0406
сработаться,PSTV,1.0,0.64,0.16,0.04,0.16,0.0425
сражение,NGTV,-0.7174,0.125,0.2813,0.5156,0.0781,0.1553
срам,NGTV,-1.0,0.0,0.12,0.8,0.08,0.0
срамить,NGTV,-0.9828,0.0345,0.1724,0.6552,0.1379,0.0363
срываться,NGTV,-0.9444,0.04,0.2,0.68,0.08,0.0424
срыгивать,NGTV,-0.8182,0.1238,0.2381,0.5714,0.0667,0.1506
срыгнуть,NGTV,-0.7895,0.05,0.27,0.6,0.08,0.0542
ссадина,NGTV,-0.9,0.0,0.24,0.72,0.04,0.0
ссора,NGTV,-0.9828,0.04,0.2,0.76,0.0,0.0421
ссорить,NGTV,-1.0,0.0,0.0,0.963,0.037000000000000005,0.0
ссориться,NGTV,-1.0,0.0769,0.1154,0.8077,0.0,0.0842
ссутулиться,NGTV,-0.8832,0.06,0.22,0.63,0.09,0.0657
стабилизироваться,PSTV,0.9,0.6667,0.2222,0.037000000000000005,0.0741,0.0391
стабилизоваться,PSTV,0.9643,0.6923,0.1923,0.0385,0.0769,0.0406
станцевать,PSTV,0.8390000000000001,0.66,0.26,0.02,0.06,0.0206
стаптывать,NGTV,-0.7294,0.099,0.2772,0.5248,0.099,0.1177
старание,PSTV,0.9828,0.76,0.2,0.0,0.04,0.0
старательность,PSTV,1.0,0.9259,0.037000000000000005,0.0,0.037000000000000005,0.0
старательный,PSTV,1.0,0.8958,0.0208,0.0833,0.0,0.0911
стараться,PSTV,1.0,0.92,0.04,0.04,0.0,0.0417
старикашка,NGTV,-0.75,0.12,0.25,0.5,0.13,0.1488
старушенция,NGTV,-1.0,0.0333,0.1333,0.7667,0.0667,0.0348
старушечка,PSTV,1.0,0.72,0.16,0.0,0.12,0.0
старьё,NGTV,-0.7373,0.068,0.2913,0.5631,0.0777,0.0762
стащить,NGTV,-1.0,0.04,0.12,0.76,0.08,0.0421
стебать,NGTV,-1.0,0.0833,0.0833,0.7778,0.0556,0.0923
стервозный,NGTV,-1.0,0.0313,0.1563,0.7188,0.0938,0.0326
стеснить,NGTV,-0.9167,0.0676,0.1892,0.5946,0.1486,0.0752
стеснять,NGTV,-0.7301,0.0792,0.2871,0.5446,0.0891,0.0907
стильность,PSTV,1.0,0.8,0.12,0.08,0.0,0.08800000000000001
стильный,PSTV,1.0,0.7586,0.1379,0.0345,0.069,0.0361
стимул,PSTV,1.0,0.7692,0.1923,0.0,0.0385,0.0
стипендия,PSTV,0.9167,0.7586,0.2414,0.0,0.0,0.0
стойкий,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
стойкость,PSTV,1.0,0.68,0.16,0.08,0.08,0.0894
столкновение,NGTV,-0.66,0.0198,0.3465,0.5446,0.0891,0.0205
столкнуть,NGTV,-0.7035,0.0784,0.2941,0.5196,0.1078,0.0903
стопориться,NGTV,-0.7941,0.099,0.2376,0.5347,0.1287,0.1173
стопроцентный,PSTV,0.9643,0.72,0.2,0.08,0.0,0.0889
стошнить,NGTV,-1.0,0.0,0.04,0.92,0.04,0.0
страдалец,NGTV,-1.0,0.0714,0.1071,0.7143,0.1071,0.0786
страдальческий,NGTV,-1.0,0.0857,0.0857,0.6571,0.1714,0.0969
страдание,NGTV,-1.0,0.08,0.12,0.76,0.04,0.0884
страдать,NGTV,-1.0,0.08,0.04,0.88,0.0,0.0873
страдающе,NGTV,-1.0,0.0345,0.1724,0.7931,0.0,0.036000000000000004
странствовать,PSTV,0.9,0.6923,0.2308,0.0769,0.0,0.0855
страстность,PSTV,1.0,0.7692,0.1923,0.0,0.0385,0.0
страх,NGTV,-0.8429,0.1078,0.2255,0.5784,0.0882,0.1279
страхолюдина,NGTV,-0.9194,0.0357,0.2143,0.6786,0.0714,0.0376
страшилище,NGTV,-1.0,0.0769,0.0769,0.8077,0.0385,0.0842
страшилка,NGTV,-0.7832,0.0769,0.2596,0.5673,0.0962,0.0874
страшить,NGTV,-1.0,0.04,0.08,0.76,0.12,0.0421
страшноватый,NGTV,-0.9,0.0,0.24,0.72,0.04,0.0
страшный,NGTV,-0.9,0.037000000000000005,0.2222,0.6667,0.0741,0.0391
стрелять,NGTV,-0.629,0.0642,0.3303,0.4771,0.1284,0.0729
стреляться,NGTV,-0.8465,0.13,0.22,0.57,0.08,0.1596
стремительность,PSTV,0.9179,0.6949,0.2203,0.0169,0.0678,0.0174
стремиться,PSTV,0.9129999999999999,0.6512,0.2093,0.0698,0.0698,0.0772
стремление,PSTV,0.9828,0.76,0.2,0.0,0.04,0.0
стресс,NGTV,-1.0,0.0,0.08,0.92,0.0,0.0
стройность,PSTV,0.9857,0.7667,0.2,0.0333,0.0,0.0348
стройный,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
строптиво,NGTV,-0.7727,0.0741,0.2222,0.4722,0.2315,0.0857
струсить,NGTV,-1.0,0.0,0.1481,0.7778,0.0741,0.0
стукаться,NGTV,-0.6102,0.05,0.35,0.48,0.12,0.0552
стукач,NGTV,-1.0,0.0,0.04,0.84,0.12,0.0
стукачество,NGTV,-1.0,0.0345,0.1034,0.7586,0.1034,0.0361
стукачка,NGTV,-0.9167,0.0286,0.2,0.6286,0.1429,0.0299
стукнуться,NGTV,-0.7564,0.0495,0.2871,0.5842,0.0792,0.0537
ступор,NGTV,-0.6983,0.0693,0.3069,0.5347,0.0891,0.0783
стыд,NGTV,-0.6044,0.1442,0.2788,0.4712,0.1058,0.1884
стыдить,NGTV,-0.9,0.04,0.24,0.72,0.0,0.0422
стыдиться,NGTV,-0.6638,0.1509,0.2736,0.5189,0.0566,0.1949
стыдный,NGTV,-0.9,0.0,0.2414,0.7241,0.0345,0.0
стырить,NGTV,-1.0,0.0,0.1923,0.8077,0.0,0.0
стычка,NGTV,-1.0,0.0385,0.1154,0.8462,0.0,0.0402
стёб,NGTV,-0.9643,0.0667,0.1667,0.6,0.1667,0.0741
сувенирчик,PSTV,1.0,0.7143,0.1786,0.0714,0.0357,0.0786
судимость,NGTV,-1.0,0.0,0.1154,0.8077,0.0769,0.0
судиться,NGTV,-0.7364,0.07,0.28,0.54,0.11,0.0791
судорога,NGTV,-0.9828,0.0385,0.1923,0.7308,0.0385,0.0405
судорожный,NGTV,-0.9,0.0286,0.2286,0.6857,0.0571,0.0298
суета,NGTV,-0.6458,0.0536,0.3661,0.5536,0.0268,0.0588
суетиться,NGTV,-0.6628,0.0545,0.3273,0.5182,0.1,0.0603
суетливость,NGTV,-0.9,0.0714,0.2143,0.6429,0.0714,0.0794
суетливый,NGTV,-0.804,0.0364,0.2636,0.6091,0.0909,0.0385
суетность,NGTV,-0.65,0.0495,0.3366,0.5149,0.099,0.0543
суицид,NGTV,-1.0,0.0385,0.0769,0.8462,0.0385,0.0402
сукин,NGTV,-0.8455,0.0566,0.2264,0.5849,0.1321,0.0621
сумасшествие,NGTV,-1.0,0.0769,0.1538,0.7308,0.0385,0.085
суматоха,NGTV,-0.7435,0.0673,0.2788,0.5481,0.1058,0.0756
суметь,PSTV,1.0,0.68,0.16,0.0,0.16,0.0
сумничать,NGTV,-0.6089,0.0693,0.297,0.4059,0.2277,0.0811
супер,PSTV,1.0,0.8276,0.1724,0.0,0.0,0.0
супергерой,PSTV,1.0,0.8,0.08,0.04,0.08,0.042
супердержава,PSTV,1.0,0.7407,0.0741,0.037000000000000005,0.1481,0.0389
суперзвезда,PSTV,1.0,0.68,0.16,0.08,0.08,0.0894
суперкласс,PSTV,1.0,0.84,0.08,0.04,0.04,0.0419
супермен,PSTV,1.0,0.6897,0.1724,0.069,0.069,0.0759
суровость,NGTV,-0.7222,0.1287,0.2772,0.5149,0.0792,0.1609
суровый,NGTV,-0.6799,0.0714,0.3393,0.5625,0.0268,0.0805
сутулить,NGTV,-0.9,0.0408,0.2041,0.6122,0.1429,0.0435
сутулиться,NGTV,-0.9828,0.0,0.2,0.76,0.04,0.0
сутуловатость,NGTV,-1.0,0.0385,0.0769,0.7692,0.1154,0.0404
сутулость,NGTV,-1.0,0.08,0.12,0.76,0.04,0.0884
сутулый,NGTV,-0.9,0.0625,0.2292,0.6875,0.0208,0.0682
сухомятка,NGTV,-0.6298,0.0862,0.3276,0.4741,0.1121,0.1019
сфабриковать,NGTV,-0.8125,0.1287,0.2178,0.5149,0.1386,0.1609
сфальшивить,NGTV,-1.0,0.0889,0.0889,0.7778,0.0444,0.099
схитрить,NGTV,-0.7091,0.09,0.29,0.52,0.1,0.1056
схлестнуться,NGTV,-0.7018,0.0952,0.2762,0.4857,0.1429,0.1139
схоронить,NGTV,-0.7959,0.13,0.23,0.52,0.12,0.1625
сцапать,NGTV,-0.6869,0.1188,0.2574,0.4554,0.1683,0.1498
сцепиться,NGTV,-0.675,0.0648,0.3056,0.5,0.1296,0.0732
счастие,PSTV,1.0,0.88,0.04,0.04,0.04,0.0418
счастливейший,PSTV,1.0,1.0,0.0,0.0,0.0,0.0
счастливец,PSTV,1.0,0.6923,0.0769,0.0,0.2308,0.0
счастливчик,PSTV,1.0,0.9259,0.037000000000000005,0.0,0.037000000000000005,0.0
счастливый,PSTV,1.0,0.88,0.12,0.0,0.0,0.0
счастье,PSTV,1.0,0.92,0.04,0.0,0.04,0.0
съедобность,PSTV,0.8058,0.6373,0.2745,0.0196,0.0686,0.0202
съедобный,PSTV,0.8468,0.6731,0.2596,0.0192,0.0481,0.0198
съябедничать,NGTV,-1.0,0.0,0.08,0.92,0.0,0.0
съязвить,NGTV,-1.0,0.0714,0.0714,0.7143,0.1429,0.0786
сынишка,PSTV,0.9545,0.6087,0.1739,0.087,0.1304,0.0994
сынок,PSTV,1.0,0.7692,0.1923,0.0,0.0385,0.0
сыночек,PSTV,1.0,0.8462,0.1154,0.0385,0.0,0.0402
сыр-бор,NGTV,-0.6667,0.14,0.25,0.48,0.13,0.1808
сыреть,NGTV,-0.6652,0.0667,0.3048,0.4857,0.1429,0.0758
сытенький,PSTV,0.9615,0.7143,0.2,0.0857,0.0,0.096
сытный,PSTV,1.0,0.7308,0.1154,0.0,0.1538,0.0
сытость,PSTV,0.9,0.6667,0.2222,0.037000000000000005,0.0741,0.0391
сытый,PSTV,1.0,0.8077,0.0769,0.0769,0.0385,0.0842
сэнсэй,PSTV,0.9167,0.6286,0.2,0.0286,0.1429,0.0299
сюрприз,PSTV,0.9,0.7105,0.2368,0.0,0.0526,0.0
сюрпризец,PSTV,1.0,0.6,0.1143,0.0857,0.2,0.098
табак,NGTV,-1.0,0.0769,0.1538,0.6154,0.1538,0.0865
табакокурение,NGTV,-0.9286,0.0864,0.1975,0.642,0.0741,0.0981
тайфун,NGTV,-0.9054,0.1081,0.1982,0.6036,0.0901,0.1275
тактичность,PSTV,1.0,0.6786,0.1429,0.0714,0.1071,0.0789
тактичный,PSTV,1.0,0.8,0.12,0.0,0.08,0.0
талант,PSTV,1.0,0.7778,0.1111,0.0,0.1111,0.0
талантище,PSTV,1.0,0.96,0.04,0.0,0.0,0.0
талантливейший,PSTV,1.0,0.8,0.12,0.04,0.04,0.042
талантливость,PSTV,1.0,0.84,0.12,0.0,0.04,0.0
талантливый,PSTV,1.0,0.92,0.08,0.0,0.0,0.0
талдычить,NGTV,-0.8265,0.0792,0.2178,0.5347,0.1683,0.0909
талисман,PSTV,1.0,0.8077,0.0385,0.0,0.1538,0.0
танго,PSTV,0.9643,0.72,0.2,0.0,0.08,0.0
танцевать,PSTV,0.815,0.6765,0.2843,0.0196,0.0196,0.0202
тарабарщина,NGTV,-0.9129999999999999,0.0556,0.1667,0.5185,0.2593,0.0615
таракан,NGTV,-0.708,0.0789,0.2895,0.5175,0.114,0.091
таранить,NGTV,-0.9,0.0556,0.2222,0.6667,0.0556,0.0602
тараторка,NGTV,-0.6622,0.1,0.31,0.49,0.1,0.1204
таращить,NGTV,-0.9444,0.0385,0.1923,0.6538,0.1154,0.0407
таращиться,NGTV,-0.9,0.0556,0.2222,0.6667,0.0556,0.0602
таскаться,NGTV,-0.7005,0.1442,0.25,0.5096,0.0962,0.1851
тварь,NGTV,-0.9146,0.0789,0.2105,0.6579,0.0526,0.0884
твердолобый,NGTV,-0.7024,0.13,0.26,0.49,0.12,0.1645
творение,PSTV,0.9419,0.7297,0.2162,0.0,0.0541,0.0
творец,PSTV,0.9138,0.6974,0.2237,0.0263,0.0526,0.0273
творить,PSTV,0.8097,0.604,0.2574,0.0594,0.0792,0.0652
творчески,PSTV,0.9375,0.7407,0.2222,0.0,0.037000000000000005,0.0
творческий,PSTV,0.9118,0.7045,0.2273,0.0227,0.0455,0.0235
творчество,PSTV,0.9375,0.7407,0.2222,0.0,0.037000000000000005,0.0
телёночек,PSTV,1.0,0.76,0.16,0.08,0.0,0.0884
темнить,NGTV,-0.8942,0.0588,0.2059,0.6078,0.1275,0.0645
темница,NGTV,-1.0,0.0385,0.1154,0.7692,0.0769,0.0404
температурить,NGTV,-0.9,0.0385,0.1923,0.5769,0.1923,0.040999999999999995
теплеть,PSTV,0.9194,0.7308,0.2308,0.0,0.0385,0.0
теплота,PSTV,0.9194,0.76,0.24,0.0,0.0,0.0
теплынь,PSTV,0.9,0.5556,0.1852,0.0741,0.1852,0.084
теракт,NGTV,-1.0,0.1,0.06,0.79,0.05,0.1127
терзаться,NGTV,-0.934,0.0862,0.1724,0.569,0.1724,0.0993
терпеливость,PSTV,0.9146,0.7143,0.2286,0.0286,0.0286,0.0297
терпеливый,PSTV,0.9,0.7241,0.2414,0.0345,0.0,0.0361
террор,NGTV,-1.0,0.04,0.04,0.84,0.08,0.0419
терроризирование,NGTV,-1.0,0.0893,0.1071,0.7857,0.0179,0.0994
терроризировать,NGTV,-1.0,0.04,0.04,0.88,0.04,0.0418
терроризм,NGTV,-1.0,0.04,0.0,0.92,0.04,0.0417
терроризовать,NGTV,-1.0,0.0833,0.05,0.8167,0.05,0.0918
террорист,NGTV,-1.0,0.0816,0.102,0.7959,0.0204,0.09
террористический,NGTV,-1.0,0.0769,0.0,0.9231,0.0,0.0833
терять,NGTV,-0.9231,0.0769,0.1923,0.6154,0.1154,0.0865
теряться,NGTV,-1.0,0.0357,0.1429,0.8214,0.0,0.0373
теснить,NGTV,-0.8866,0.15,0.19,0.58,0.08,0.1888
тесниться,NGTV,-0.6429,0.1068,0.3107,0.466,0.1165,0.1313
тесноватый,NGTV,-0.7308,0.0294,0.2941,0.5588,0.1176,0.031
тесность,NGTV,-0.6892,0.04,0.3,0.51,0.15,0.0431
теснота,NGTV,-0.6391,0.09,0.33,0.49,0.09,0.1065
тесный,NGTV,-0.7232,0.0857,0.2762,0.5143,0.1238,0.1
тетеря,NGTV,-0.6468,0.0583,0.301,0.4563,0.1845,0.0657
тиран,NGTV,-1.0,0.0,0.0,1.0,0.0,0.0
тирания,NGTV,-1.0,0.0,0.0345,0.7931,0.1724,0.0
тискать,PSTV,0.8636,0.5534,0.2039,0.1359,0.1068,0.1693
тиф,NGTV,-1.0,0.0385,0.0385,0.6923,0.2308,0.0406
тлен,NGTV,-1.0,0.04,0.16,0.68,0.12,0.0424
товарищ,PSTV,0.9,0.6563,0.2188,0.0,0.125,0.0
товарищеский,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
товарищество,PSTV,0.9590000000000001,0.7091,0.2,0.0,0.0909,0.0
токсический,NGTV,-1.0,0.04,0.12,0.76,0.08,0.0421
токсичный,NGTV,-0.9828,0.04,0.2,0.76,0.0,0.0421
толкаться,NGTV,-1.0,0.0,0.16,0.84,0.0,0.0
толковый,PSTV,0.9,0.6774,0.2258,0.0,0.0968,0.0
толпиться,NGTV,-0.6048,0.0693,0.3663,0.495,0.0693,0.079
толстеть,NGTV,-0.708,0.0481,0.3173,0.5673,0.0673,0.0522
толстозадый,NGTV,-1.0,0.04,0.12,0.8,0.04,0.042
толстомордый,NGTV,-1.0,0.0,0.1154,0.8462,0.0385,0.0
толстопузый,NGTV,-0.8727,0.1089,0.2277,0.6337,0.0297,0.1276
толстосум,NGTV,-0.8196,0.1081,0.1982,0.4775,0.2162,0.1326
толстяк,NGTV,-0.7222,0.07,0.28,0.52,0.13,0.0794
томительный,NGTV,-0.64,0.12,0.27,0.44,0.17,0.1527
томиться,NGTV,-0.6099,0.13,0.31,0.47,0.09,0.166
тонуть,NGTV,-0.9828,0.0385,0.1923,0.7308,0.0385,0.0405
топить,NGTV,-0.6864,0.115,0.2832,0.4779,0.1239,0.1427
топовый,PSTV,1.0,0.7308,0.1154,0.0385,0.1154,0.0405
торжественный,PSTV,1.0,0.8,0.16,0.04,0.0,0.042
торжество,PSTV,1.0,0.8846,0.0769,0.0,0.0385,0.0
торнадо,NGTV,-0.9,0.0323,0.2258,0.6774,0.0645,0.0338
торт,PSTV,1.0,0.7778,0.1111,0.0741,0.037000000000000005,0.0811
тортик,PSTV,0.9444,0.6538,0.1923,0.0385,0.1154,0.0407
тоска,NGTV,-1.0,0.08,0.12,0.76,0.04,0.0884
тоскливость,NGTV,-1.0,0.0886,0.1266,0.7595,0.0253,0.0989
тоскливый,NGTV,-0.9643,0.04,0.2,0.72,0.04,0.0422
тосковать,NGTV,-0.9,0.0625,0.2083,0.625,0.1042,0.0688
тоскующе,NGTV,-0.9,0.0,0.2333,0.7,0.0667,0.0
тошнить,NGTV,-1.0,0.0,0.08,0.68,0.24,0.0
тошнота,NGTV,-1.0,0.0,0.16,0.84,0.0,0.0
тошнотворность,NGTV,-1.0,0.0,0.037000000000000005,0.963,0.0,0.0
тошнотворный,NGTV,-1.0,0.0,0.0385,0.9231,0.0385,0.0
тошнотный,NGTV,-1.0,0.0,0.1154,0.8462,0.0385,0.0
тощий,NGTV,-0.6176,0.08,0.35,0.49,0.08,0.0931
травить,NGTV,-1.0,0.08,0.08,0.76,0.08,0.0884
травиться,NGTV,-1.0,0.037000000000000005,0.037000000000000005,0.8519,0.0741,0.0386
травление,NGTV,-0.7909,0.0588,0.2549,0.5686,0.1176,0.0649
травля,NGTV,-1.0,0.04,0.16,0.76,0.04,0.0421
травма,NGTV,-1.0,0.04,0.16,0.8,0.0,0.042
травматический,NGTV,-0.9324,0.0857,0.2,0.6571,0.0571,0.0969
травушка,PSTV,0.9828,0.7037,0.1852,0.0,0.1111,0.0
трагедия,NGTV,-1.0,0.0841,0.0654,0.7664,0.0841,0.0933
трагизм,NGTV,-0.9,0.0674,0.191,0.573,0.1685,0.0753
трагически,NGTV,-1.0,0.0714,0.1071,0.8214,0.0,0.0776
трагический,NGTV,-1.0,0.0857,0.0571,0.7143,0.1429,0.096
трагичный,NGTV,-1.0,0.0889,0.1556,0.7111,0.0444,0.1
транжирство,NGTV,-1.0,0.08,0.12,0.68,0.12,0.0894
трата,NGTV,-0.6094,0.0485,0.3689,0.5049,0.0777,0.0532
траур,NGTV,-1.0,0.069,0.1034,0.7931,0.0345,0.075
траурный,NGTV,-0.9,0.0333,0.2333,0.7,0.0333,0.0349
тревога,NGTV,-0.9828,0.037000000000000005,0.1852,0.7037,0.0741,0.039
тревожить,NGTV,-0.9474,0.0857,0.2,0.6857,0.0286,0.0964
